seq,old_address,alias,new_town,block,house,source_doc,source_page,confidence,note
1,大字東明野2107番地の109,明野南2丁目28-2,明野南二丁目,28,2,akenominamikyuusinntaisyoubo.pdf,1,high,
2,大字東明野2107番地の110,明野南2丁目28-3,明野南二丁目,28,3,akenominamikyuusinntaisyoubo.pdf,1,high,
3,大字東明野2107番地の111,明野南2丁目28-4,明野南二丁目,28,4,akenominamikyuusinntaisyoubo.pdf,1,high,
4,大字東明野2107番地の112,明野南2丁目28-5,明野南二丁目,28,5,akenominamikyuusinntaisyoubo.pdf,1,high,
5,大字東明野2107番地の113,明野南2丁目28-6,明野南二丁目,28,6,akenominamikyuusinntaisyoubo.pdf,1,high,
6,大字東明野2107番地の114,明野南2丁目28-7,明野南二丁目,28,7,akenominamikyuusinntaisyoubo.pdf,1,high,
7,大字東明野2107番地の119,明野南2丁目28-8,明野南二丁目,28,8,akenominamikyuusinntaisyoubo.pdf,1,high,
